id,speed
0,47.94373
1,47.715034
2,40.888206
3,31.501734
4,42.83589
5,28.287691
6,20.522942
7,49.060448
8,47.73627
9,32.23606
10,30.061577
11,24.65909
12,24.875158
13,24.441122
14,27.093597
15,41.53894
16,43.7722
17,48.957153
18,48.69174
19,48.380753
20,47.045322
21,44.808315
22,21.16325
23,27.957233
24,25.368925
25,20.511518
26,23.27913
27,21.841494
28,17.42704
29,13.605878
30,25.515226
31,46.97381
32,48.969482
33,28.237423
34,26.305428
35,25.745644
36,20.169052
37,20.065672
38,46.754692
39,40.41814
40,45.77331
41,48.48169
42,49.13305
43,45.35433
44,18.466797
45,17.281822
46,17.794134
47,10.407846
48,44.542534
49,47.636944
50,48.985905
51,24.018072
52,24.269392
53,22.398067
54,18.132833
55,17.773602
56,18.422466
57,16.371147
58,30.304434
59,33.412167
60,43.174427
61,40.623585
62,42.95171
63,43.149162
64,46.0683
65,48.84942
66,47.939354
67,45.953686
68,42.469597
69,25.36054
70,23.125395
71,22.743385
72,16.446266
73,16.817476
74,14.089375
75,6.3305035
76,42.374657
77,36.26941
78,39.832355
79,47.545433
80,13.480441
81,15.572153
82,20.90463
83,16.063477
84,15.82342
85,10.944481
86,23.02931
87,39.069763
88,45.510185
89,38.7678
90,48.140213
91,47.234783
92,45.746517
93,45.10373
94,26.579252
95,14.657111
96,20.92368
97,10.566635
98,9.418401
99,17.772867
100,41.042442
101,47.960712
102,15.1950445
103,18.182463
104,15.153198
105,42.588173
106,31.238373
107,48.901714
108,42.403225
109,12.990849
110,7.3396544
111,9.120371
112,21.174833
113,31.427097
114,35.186047
115,48.744026
116,48.947445
117,41.89264
118,28.47683
119,25.811977
120,20.19717
121,16.629812
122,32.427643
123,47.466595
124,47.23629
125,41.795307
126,42.82681
127,34.524803
128,42.327545
129,34.729534
130,48.20503
131,47.04278
132,46.100475
133,26.378744
134,23.056643
135,23.135792
136,40.381947
137,46.6203
138,49.325687
139,47.893394
140,46.48072
141,45.204735
142,27.51263
143,15.233546
144,20.990416
145,17.317112
146,17.90411
147,49.23895
148,49.684284
149,48.36113
150,47.612206
151,14.829087
152,15.238184
153,15.277233
154,6.74336
155,19.633516
156,36.016136
157,42.29505
158,36.309853
159,42.584297
160,48.569645
161,48.982147
162,48.313473
163,47.347416
164,45.16319
165,28.318153
166,15.62171
167,20.605295
168,18.35354
169,18.076204
170,12.755788
171,12.77846
172,46.212864
173,48.258038
174,44.423805
175,27.214005
176,22.98264
177,15.21641
178,17.9946
179,11.140255
180,48.280205
181,48.241333
182,49.003914
183,48.87046
184,39.728535
185,19.776026
186,19.841063
187,38.842503
188,33.309
189,48.085613
190,43.656902
191,43.677734
192,38.12898
193,37.83008
194,37.03577
195,37.7589
196,37.729473
197,43.74044
198,38.424835
199,47.8063
200,46.601173
201,27.053
202,24.680506
203,18.633205
204,16.637821
205,18.611387
206,40.12965
207,42.251465
208,49.096966
209,49.36916
210,47.80032
211,46.662056
212,26.780449
213,13.692569
214,21.742453
215,21.069931
216,16.524979
217,22.546545
218,44.535095
219,47.916275
220,47.006367
221,45.475292
222,29.649015
223,18.019821
224,11.619514
225,23.042055
226,47.506943
227,48.317474
228,17.93032
229,25.30351
230,18.58351
231,19.386444
232,45.64007
233,48.2637
234,46.643436
235,19.664268
236,23.969791
237,20.073034
238,22.868319
239,45.033913
240,35.510166
241,39.36066
242,47.94463
243,49.912605
